comment,is_blocker
"Shelley Clark: Karena sudah selesai, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Linda Parker: Saya dependensi belum tersedia, jadi pekerjaan tertunda untuk saat ini.",True
"Diana Walker: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
Lee: no blockers.,False
"Saya sudah selesai, jadi pekerajan tertunda untuk saat ini.",False
"Ann Ayala: Karena sprint berjalan lancar, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
Ashley Schaefer: server down.,True
Courtney Wilson: pipeline gagal.,True
"Patty Perez: Saya tidak ada kendala, jadi pekerjaan tertunda untuk saat ini.",False
Laura Anderson: sprint berjalan lancar.,False
Jane: dependency not available.,True
"Ann Powers: Saya menunggu tim lain, jadi pekerjaan tertunda untuk saat ini.",True
"Bryan: Due to no response yet, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",True
"Patricia Vincent: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
"Jeremiah Phillips: Saya akses ditolak, jadi pekerjaan tertunda untuk saat ini.",True
"Connie Ferguson: Saya melanjutkan tugas, jadi pekerjaan tertunda untuk saat ini.",False
Darrell Frazier: rencana hari ini.,False
"Ashley Ramirez: Saya sudah selesai, jadi pekerjaan tertunda untuk saat ini.",False
"Robert Berg: Karena masalah credential, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
Emily Cox: belum ada respon.,True
"Kimberly: I'm working fine, so the task is currently blocked.",False
progerss aman.,False
David Wright: progress aman.,False
"Christina Morton: Saya akses ditolak, jadi pekerjaan tertunda untuk saat ini.",True
"Brianna: Due to no blockers, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",False
"James Fitzpatrick: Karena pipeline gagal, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
Dennis: continuing the task.,False
"Johnny Peck: Saya server down, jadi pekerjaan tertunda untuk saat ini.",True
"Due to dependency not available, I can't proeced with this task. I've tried a few fixes but nothing has worked so far.",True
Robin Brown: pipeline gagal.,True
Kevin Mendoza: sprint berjalan lancar.,False
"I'm dependency not available, so the atsk is currently blocked.",True
Brittany: waiting on another team.,True
"Michaela: I'm continuing the task, so the task is currently blocked.",False
"Sara Walter: Saya akses ditolak, jadi pekerjaan tertunda untuk saat ini.",True
"Heidi Bryant: Karena sedang dikerjakan, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Say arencana hari ini, jadi pekerjaan tertunda untuk saat ini.",False
tida kbisa akses.,True
"Crystal Whitehead: Karena belum ada respon, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
Gary Jones: progress aman.,False
Deanna: no response yet.,True
"Timothy: I'm continuing the task, so the task is currently blocked.",False
Susan Wallace: belum ada respon.,True
Kristina Monroe: sprint berjalan lancar.,False
Sean Shcmidt: sprint berjalan lancar.,False
"Roberta Frank: Karena server down, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
George Barnes: akses ditolak.,True
Ronald Simpson: masalah credential.,True
Michael: waiting on another team.,True
"Jennifer Alvarez: Saya sudah selesai, jadi pekerjaan tertunda untuk saat ini.",False
George: waiting on another team.,True
"Felicia Murphy: Karena menunggu tim lain, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Brian Ramirez: Saya tidak bisa akses, jadi pekerjaan tertunda untuk saat ini.",True
Tiffany Perry: tidak bisa akses.,True
Emma: planned ofr today.,False
"Joseph Patel PhD: Saya belum ada respon, jadi pekerjaan tertunda untuk saat ini.",True
"Thomas Wilson: Saya akses ditolak, jadi pekerjaan tertunda untuk saat ini.",True
"Michael Garcia: Saya sudah selesai, jadi pekerjaan tertunda untuk saat ini.",False
James Davenport: sudah selesai.,False
"Alicia: Due to no blockers, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",False
"Jose: I'm planned for today, so the task is currently blocked.",False
"Rachel Thompson: Karena sprint berjalan lancar, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Tony: I'm can't access, so the task is currently blocked.",True
"Joanna: I'm no blockers, so the task is currently blocked.",False
"Omar Weeks: Saya rencana hari ini, jadi pekerjaan tertunda untuk saat ini.",False
Tracy: no response yet.,True
"Melissa Johnson: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
Lindsey Browning: sudah selesai.,False
Christopher Jones: sudah selesai.,False
"Pamela Howard: Saya sudah selesai, jadi pekerjaan tertunda untuk saat ini.",False
"Megan Young: Saya server down, jadi pekerjaan tertunda untuk saat ini.",True
"Nicole Lawrence: Saya tidak bisa akses, jadi pekerjaan tertunda untuk saat ini.",True
"Jasmin: Due to server is down, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",True
George Miranda: melanjutkan tugas.,False
"Alan Graham: Saya belum ada respon, jadi pekerjaan tertunda untuk saat ini.",True
Ryan Skinner: rencana hari ini.,False
"Michael Warren: Karena progress aman, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Alex Serrano: Karena akses ditolak, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Michelle: I'm sprint is on track, so the task is currently blocked.",False
"Tami: Due to dependency not available, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",True
David Gray: progress aman.,False
ongoing development.,False
"I'm can't access, so teh task is currently blocked.",True
"Mary: I'm planned for today, so the task is currently blocked.",False
"Amy Payne: Saya tidak ada kendala, jadi pekerjaan tertunda untuk saat ini.",False
"Christopher Pena: Karena tidak bisa akses, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
Jennifer: completed task.,False
"Timothy Koch: Saya server down, jadi pekerjaan tertunda untuk saat ini.",True
Joan Gates: server down.,True
"Saya progress aman, jadi pekerjaan tertunda untuk sata ini.",False
"Karena progress aman, saat ini saya tidak bisa melanjutkan task ini. Sudah coba bbeerapa solusi tapi belum berhasil.",False
"Danny: I'm credential issue, so the task is currently blocked.",True
"Saya belum ad arespon, jadi pekerjaan tertunda untuk saat ini.",True
Nathan: credential issue.,True
"Jill Torres: Saya tidak ada kendala, jadi pekerjaan tertunda untuk saat ini.",False
"Veronica Diaz: Karena melanjutkan tugas, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Pamela Palmer: Saya menunggu tim lain, jadi pekerjaan tertunda untuk saat ini.",True
"Saya sedang dikerjakan, jadi pekejraan tertunda untuk saat ini.",False
Samantha Campbell: tidak ada kendala.,False
"Jeffery: I'm can't access, so the task is currently blocked.",True
"Bobby: I'm planned for today, so the task is currently blocked.",False
David Grant: server down.,True
"Luke Hansen: Karena pipeline gagal, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
Robert Hendrix: belum ada respon.,True
"Tyrone West: Karena belum ada respon, saat ini saya tidak bisa melanjutkan task iin. Sudah coba beberapa solusi tapi belum berhasil.",True
"Emily: I'm sprint is on track, so the task is currently blocked.",False
"Benjamin Lopez: Saya sprint berjalan lancar, jadi pekerjaan tertunda untuk saat ini.",False
Larry Lee: pipeline gagal.,True
Brenda: pipeline failed.,True
"Mark: Due to no blockers, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",False
"Brittany Foster: Saya tidak ada kendala, jadi pekerjaan tertunda untuk saat ini.",False
"Michael Gonzalez: Saya sudah selesai, jadi pekerjaan tertunda untuk saat ini.",False
"David Mcdonald: Saya tidak bisa akses, jadi pekerjaan tertunda untuk saat ini.",True
"Ruth: I'm completed task, so the task is currently blocked.",False
"Saya server down, jadi pekerjaan tertunda untuks aat ini.",True
Stephen Martinez: dependensi belum tersedia.,True
dependency not vaailable.,True
"William: I'm credential issue, so the task is currently blocked.",True
Nicholas Murray: belum ada respon.,True
Ronald Roberts: akses ditolak.,True
"Saya sedang dikerjakan, jadi pekerjaan terutnda untuk saat ini.",False
Elizabeht Brown: belum ada respon.,True
Whitney Terry: pipeline gagal.,True
dependency nto available.,True
"Due ot sprint is on track, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",False
"I'm ongoingd evelopment, so the task is currently blocked.",False
"Tom Lynch: Saya akses ditolak, jadi pekerjaan tertunda untuk saat ini.",True
Jason Hernandez: sprint berjalan lancar.,False
"Gloria: Due to pipeline failed, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",True
"Due to ongoing development,I  can't proceed with this task. I've tried a few fixes but nothing has worked so far.",False
"Sean Crawford: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
"Patricia Hall: Saya server down, jadi pekerjaan tertunda untuk saat ini.",True
"Taylor Horton: Karena pipeline gagal, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Russell Bird: Karena dependensi belum tersedia, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Adam: I'm sprint is on track, so the task is currently blocked.",False
"Steven Martinez: Saya akses ditolak, jadi pekerjaan tertunda untuk saat ini.",True
Christina Gilbert: pipeline gagal.,True
"Michael Lozano: Saya tidak ada kendala, jadi pekerjaan tertunda untuk saat ini.",False
"Stephanie Woodward: Karena sprint berjalan lancar, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
Daniel: ongoing development.,False
"Brandon Parker: Saya sprint berjalan lancar, jadi pekerjaan tertunda untuk saat ini.",False
Kristy: acces sdenied.,True
"I'm no blockers, so the task i scurrently blocked.",False
"Saya akses ditolak, jadi pekerjaan terutnda untuk saat ini.",True
"Jeanette: I'm planned for today, so the task is currently blocked.",False
"Joe Lindsey: Saya belum ada respon, jadi pekerjaan tertunda untuk saat ini.",True
"Alan Nunez: Saya sprint berjalan lancar, jadi pekerjaan tertunda untuk saat ini.",False
"Matthew Wilson: Karena sudah selesai, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Zachary: I'm no blockers, so the task is currently blocked.",False
Jennifer Bryant: rencana hari ini.,False
"William Esparza: Saya sprint berjalan lancar, jadi pekerjaan tertunda untuk saat ini.",False
"John Russell: Karena pipeline gagal, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Saya pipeline gaga,l jadi pekerjaan tertunda untuk saat ini.",True
"Holly Rivas: Saya server down, jadi pekerjaan tertunda untuk saat ini.",True
Sarah: server is down.,True
"Charles Blair: Saya melanjutkan tugas, jadi pekerjaan tertunda untuk saat ini.",False
"Isabella Baker: Saya progress aman, jadi pekerjaan tertnuda untuk saat ini.",False
"Kimberly Jones: Saya dependensi belum tersedia, jadi pekerjaan tertunda untuk saat ini.",True
"Michael Anderson: Karena server down, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Jeffrey: I'm server is down, so the task is currently blocked.",True
Diane Brown: akses ditolak.,True
"Michael: I'm dependency not available, so the task is currently blocked.",True
"Steven Davis: Karena sprint berjalan lancar, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Sara Mcpherson: Karena melanjutkan tugas, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Michael Kelly: Saya pipeline gagal, jadi pekerjaan tertunda untuk saat ini.",True
"Tammy Jones: Karena sudah selesai, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Mark: I'm sprint is on track, so the task is currently blocked.",False
"Saya rencana hari nii, jadi pekerjaan tertunda untuk saat ini.",False
Jerry Johnson: melanjutkan tugas.,False
"I'm access denied, sot he task is currently blocked.",True
"Devin: I'm ongoing development, so the task is currently blocked.",False
"I'm continuing the task, so the task isc urrently blocked.",False
Rachel Mora: masalah credential.,True
"Julia: I'm waiting on another team, so the task is currently blocked.",True
"Barbara: Due to continuing the task, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",False
Timothy Hernandez: pipeline gagal.,True
"Sarah York: Saya sudah selesai, jadi pekerjaan tertunda untuk saat ini.",False
Sandra Juarez: sprint berjalan lancar.,False
"Andrea Decker: Saya pipeline gagal, jadi pekerjaan tertunda untuk saat ini.",True
Melanie Smith: progress aman.,False
"Erin: Due to completed task, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",False
"Kyle Bird: Saya tidak ada kendala, jadi pekerjaan tertunda untuk saat ini.",False
"Saya sudah selesai, jadi pekerjaan tretunda untuk saat ini.",False
"Samuel Ruiz: Karena dependensi belum tersedia, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Allen Robinson: Saya tidak bisa akses, jadi pekerjaan tertunda untuk saat ini.",True
Ronnie Brenard: server down.,True
"Shane: I'm ongoing development, so the task is currently blocked.",False
"Kimberly Aguilar: Saya dependensi belum tersedia, jadi pekerjaan tertunda untuk saat ini.",True
Alexander Stein: sprint berjalan lancar.,False
"Brian: I'm credential issue, so the task is currently blocked.",True
"Saya tidak ada kendala, jadi pekerjaa ntertunda untuk saat ini.",False
melajnutkan tugas.,False
Bianca Jackson: dependensi belum tersedia.,True
Richard Barker: progress aman.,False
Peter Martinez: sudah selesai.,False
Jeffery Nelson: pipeline gagal.,True
Daniel Shaffer: pipeline gagal.,True
"Scott Willis: Saya belum ada respon, jadi pekerjaan tertunda untuk saat ini.",True
"Brenda Wells: Saya tidak bisa akses, jadi pekerjaan tertunda untuk saat ini.",True
"Matthew Harrington: Saya dependensi belum tersedia, jadi pekerjaan tertunda untuk saat ini.",True
"Bradley: I'm server is down, so the task is currently blocked.",True
Rodney Nichols: server down.,True
"Keith Jennings: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
"Karena sprint berjalan lancar, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum ebrhasil.",False
Kyle Smith: sedang dikerjakan.,False
Gloria Mullins: tidak ada kendala.,False
"Linda: I'm server is down, so the task is currently blocked.",True
"Holly Farmer: Saya rencana hari ini, jadi pekerjaan tertunda untuk saat ini.",False
"Rebecca Martinez: Saya sedang dikerjakan, jadi pekerjaan tertunda untuk saat ini.",False
"Edward Williams: Saya tidak ada kendala, jadi pekerjaan tertunda untuk saat ini.",False
"Erica Kim: Karena melanjutkan tugas, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"William: I'm dependency not available, so the task is currently blocked.",True
"Eric Smith: Saya sudah selesai, jadi pekerjaan tertunda untuk saat ini.",False
"Christopher Houston: Saya rencana hari ini, jadi pekerjaan tertunda untuk saat ini.",False
"Darren Rodriguez: Saya progress aman, jadi pekerjaan tertunda untuk saat ini.",False
Jonathan Holmes: menunggu tim lain.,True
Linda Johnson: melanjutkan tugas.,False
Allison Hill: progress aman.,False
"Jeffrey Hernandez: Saya rencana hari ini, jadi pekerjaan tertunda untuk saat ini.",False
"Michael Powell: Karena masalah credential, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Tracie Wiley: Saya tidak bisa akses, jadi pekerjaan tertunda untuk saat ini.",True
Tracy Stewart: server down.,True
"Sean Nguyen: Saya menunggu tim lain, jadi pekerjaan tertunda untuk saat ini.",True
"Luke Dixon: Saya menunggu tim lain, jadi pekerjaan tertunda untuk saat ini.",True
Bridget Guerrero: melanjutkan tugas.,False
"Erin Hudson: Karena tidak bisa akses, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Joanna Bradshaw: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
"Nancy Rice: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
Brenda Collins: server down.,True
"Emily Rodgers: Karena rencana hari ini, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Sherry Anderson: Saya progress aman, jadi pekerjaan tertunda untuk saat ini.",False
Mr. Lee Mcbride: tidak ada kendala.,False
Mr. Darren Smith: pipeline gagal.,True
"Michael Vang: Saya progress aman, jadi pekerjaan tertunda untuk saat ini.",False
"Tracy Brown: Karena sudah selesai, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Daniel Anderson: Saya belum ada respon, jadi pekerjaan tertunda untuk saat ini.",True
William: credential issue.,True
"Hunter Bell: Saya akses ditolak, jadi pekerjaan tertunda untuk saat ini.",True
"James Butler: Saya tidak ada kendala, jadi pekerjaan tertunda untuk saat ini.",False
"Due to completed task, I can't proceed with this task. I've tried a few fixes but nothing ahs worked so far.",False
"David Smith: Karena akses ditolak, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Jason Armstrong: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
"Karena rencana hari ini, saat ini saya tidak bisa melanjutkan task ini. Sudahc oba beberapa solusi tapi belum berhasil.",False
Heather: can't access.,True
"Brian Hamilton: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
"Corey Salazar: Karena dependensi belum tersedia, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
Emily Johnson: tidak ada kendala.,False
Alexander Sanchez: masalah credential.,True
Brandon Hall II: sedang dikerjakan.,False
"Kathleen Mooney: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
"Christopher Gutierrez:S aya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
"Stephanie Cherry: Saya akses ditolak, jadi pekerjaan tertunda untuk saat ini.",True
"Jack Campbell DVM: Saya dependensi belum tersedia, jadi pekerjaan tertunda untuk saat ini.",True
"I'm no blockers, so the task is curerntly blocked.",False
Tyler Baker: rencana hari ini.,False
"Pamela Burnett: Saya akses ditolak, jadi pekerjaan tertunda untuk saat ini.",True
David: server is down.,True
"Eddie Sanders: Saya sedang dikerjakan, jadi pekerjaan tertunda untuk saat ini.",False
Andrew Atkins: rencana hari ini.,False
Paul Navarro: akses ditolak.,True
"Alexis: I'm access denied, so the task is currently blocked.",True
"Amber: I'm continuing the task, so the task is currently blocked.",False
"Bradley Miller: Karena dependensi belum tersedia, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Kristin Gomez: Karena sudah selesai, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
Lawrence: sprint is on track.,False
"Craig White: Saya belum ada respon, jadi pekerjaan tertunda untuk saat ini.",True
"Danny Callahan: Saya melanjutkan tugas, jadi pekerjaan tertunda untuk saat ini.",False
"Jeffery White: Saya rencana hari ini, jadi pekerjaan tertunda untuk saat ini.",False
"Dominic Davis: Saya server down, jadi pekerjaan tertunda untuk saat ini.",True
"Trevor: I'm no blockers, so the task is currently blocked.",False
Michael Nelson: dependensi belum tersedia.,True
"Brittany Martinez: Karena menunggu tim lain, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
melanjtukan tugas.,False
Kyle Warner: pipeline gagal.,True
"Melanie Smith: Saya melanjutkan tugas, jadi pekerjaan tertunda untuk saat ini.",False
"Saya sudah eslesai, jadi pekerjaan tertunda untuk saat ini.",False
"William: I'm ongoing development, so the task is currently blocked.",False
"Ronald Garcia: Saya melanjutkan tugas, jadi pekerjaan tertunda untuk saat ini.",False
"Renee Allen: Saya sudah selesai, jadi pekerjaan tertunda untuk saat ini.",False
Emily Brady: rencana hari ini.,False
"Dr. Jose Garcia: Saya menunggu tim lain, jadi pekerjaan tertunda untuk saat ini.",True
Shane: continuing the task.,False
"Michael: I'm can't access, so the task is currently blocked.",True
"Richard: Due to server is down, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",True
"Timothy: I'm working fine, so the task is currently blocked.",False
"Patricia Banks: Karena sedang dikerjakan, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Steven Medina: Saya sudah selesai, jadi pekerjaan tertunda untuk saat ini.",False
Eric: sprint is on track.,False
"Joel Mclean: Saya sudah selesai, jadi pekerjaan tertunda untuk saat ini.",False
"Jasmine Lawson: Saya sprint berjalan lancar, jadi pekerjaan tertunda untuk saat ini.",False
"Ashley Brown: Saya rencana hari ini, jadi pekerjaan tertunda untuk saat ini.",False
Mrs. Melissa Peck: masalah credential.,True
Meghan Hernandez: tidak bisa akses.,True
Donald Coleman: sudah selesai.,False
"Saya tidak bisa akses, jadi pekerjaan tertunda untuk saat ini.",True
Nancy Lara: sprint berjalan lancar.,False
"Jessica: I'm completed task, so the task is currently blocked.",False
"Zachary Burton: Karena akses ditolak, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Laura Hogan: Saya sedang dikerjakan, jadi pekerjaan tertunda untuk saat ini.",False
"Paula Morse: Karena masalah credential, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Saya menunggu tim lain, jadi pekerjaan tertunda untuk saat ini.",True
Mark: can't access.,True
"Brittany Parker: Saya tidak bisa akses, jadi pekerjaan tertunda untuk saat ini.",True
"Saya masalah credential, jadi pekerjaan tertunda untuk asat ini.",True
"Crystal: I'm dependency not available, so the task is currently blocked.",True
Dennis: server is down.,True
"Carla Wong: Saya sprint berjalan lancar, jadi pekerjaan tertunda untuk saat ini.",False
"Michael: I'm sprint is on track, so the task is currently blocked.",False
"Laura Lane: Saya server down, jadi pekerjaan tertunda untuk saat ini.",True
"Saya akses dtiolak, jadi pekerjaan tertunda untuk saat ini.",True
Alex: no blockers.,False
"Arthur: I'm completed task, so the task is currently blocked.",False
Antonio: waiting on another team.,True
"John Diaz: Saya sudah selesai, jadi pekerjaan tertunda untuk saat ini.",False
"Douglas Morse: Karena progress aman, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Juan Brewer: Saya akses ditolak, jadi pekerjaan tertunda untuk saat ini.",True
"Spencer: I'm no blockers, so the task is currently blocked.",False
"Mary: I'm ongoing development, so the task is currently blocked.",False
Caleb Ponce: dependensi belum tersedia.,True
"Austin Huff: Karena akses ditolak, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
Eugene Price: dependensi belum tersedia.,True
"Theresa Wilkins: Saya tidak ada kendala, jadi pekerjaan tertunda untuk saat ini.",False
Jessica Martinez: rencana hari ini.,False
"David Smith: Karena menunggu tim lain, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Micheal Ramos: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
Julie Decker: pipeline gagal.,True
Jacqueline Williamson: rencana hari ini.,False
"Nathan Burke: Saya sedang dikerjakan, jadi pekerjaan tertunda untuk saat ini.",False
Derek: access denied.,True
"Kyle: I'm completed task, so the task is currently blocked.",False
"I'm credential issue, so the task is currentl yblocked.",True
Jessica: sprint is on track.,False
Amy Phelps: sedang dikerjakan.,False
"Bobby: Due to can't access, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",True
"Karena pipleine gagal, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Victoria: Due to sprint is on track, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",False
Daniel Williams: server down.,True
"Joel Jackson: Karena sudah selesai, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
Noah: waiting on another team.,True
"Stacy Garcia: Saya sedang dikerjakan, jadi pekerjaan tertunda untuk saat ini.",False
Jonathan: continuing the task.,False
"Regina: I'm ongoing development, so the task is currently blocked.",False
"Jamie: Due to working fine, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",False
Wendy Fisher: akses ditolak.,True
"Rachel Parker: Saya tidak ada kendala, jadi pekerjaan tertunda untuk saat ini.",False
"Carol: I'm credential issue, so the task is currently blocked.",True
"Mr. Jeremiah Galvan MD: Karena tidak ada kendala, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Peter Hayes: Karena sprint berjalan lancar, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Kenneth Maxwell: Karena rencana hari ini, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Katherine Rodriguez: Saya dependensi belum tersedia, jadi pekerjaan tertunda untuk saat ini.",True
"Saya sudah sleesai, jadi pekerjaan tertunda untuk saat ini.",False
"Amanda: I'm completed task, so the task is currently blocked.",False
Erica Morales: akses ditolak.,True
"Carlos Gates DDS: Saya tidak ada kendala, jadi pekerjaan tertunda untuk saat ini.",False
"Robin Freeman: Saya pipeline gagal, jadi pekerjaan tertunda untuk saat ini.",True
Tiffany Hughes: melanjutkan tugas.,False
Dylan Hood: sprint berjalan lancar.,False
"Bryan Paul: Karena progress aman, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
Donna Wyatt: pipeline gagal.,True
Allison Hickman: tidak ada kendala.,False
"Michael Baldwin: Saya progress aman, jadi pekerjaan tertunda untuk saat ini.",False
Christopher Robinson: dependensi belum tersedia.,True
Janice: credential issue.,True
"Michael Potter: Saya sudah selesai, jadi pekerjaan tertunda untuk saat ini.",False
"Valerie Benson: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
Melissa Curtis: sprint berjalan lancar.,False
"Jeremy Silva: Karena progress aman, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
Cindy Freeman: akses ditolak.,True
"Andrew Carter: Saya menunggu tim lain, jadi pekerjaan tertunda untuk saat ini.",True
"Tracy King: Saya akses ditolak, jadi pekerjaan tertunda untuk saat ini.",True
"Karla Ramos: Saya progress aman, jadi pekerjaan tertunda untuk saat ini.",False
"Veronica Allison: Karena akses ditolak, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",True
"Mark Baker: Karena progress aman, saat ini saya tidak bisa melanjutkan task ini. Sudah coba beberapa solusi tapi belum berhasil.",False
"Andre Wilson: Saya sedang dikerjakan, jadi pekerjaan tertunda untuk saat ini.",False
"Karena belum ada respon, saat ini saya tidak bisa melanjutkan task ini. Sudahc oba beberapa solusi tapi belum berhasil.",True
Tammy: waiting on another team.,True
"I'm ongoing developmnet, so the task is currently blocked.",False
no blockers.,False
"Due to sprint is on track, I can't proceed with this task. I've tried a few fixes but nothign has worked so far.",False
Sarah Bishop: progress aman.,False
"Diana Moon: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
"Janice: I'm waiting on another team, so the task is currently blocked.",True
"Timothy Combs: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
"Elizabeth Chung: Saya belum ada respon, jadi pekerjaan tertunda untuk saat ini.",True
"Rachel Jones: Saya dependensi belum tersedia, jadi pekerjaan tertunda untuk saat ini.",True
"Patricia: Due to pipeline failed, I can't proceed with this task. I've tried a few fixes but nothing has worked so far.",True
"Tracey: I'm access denied, so the task is currently blocked.",True
Francisco: server is down.,True
"Thomas Short: Saya masalah credential, jadi pekerjaan tertunda untuk saat ini.",True
Carolyn: dependency not available.,True
Brooke: waiting on another team.,True
"Courtney: I'm server is down, so the task is currently blocked.",True
Cody: sprint is on track.,False
Jason Jones: menunggu tim lain.,True
